EmployeeID,Age,ExperienceYears,Department,JobRole,EducationLevel,Gender,EmploymentType,WorkingHours,OvertimeHours,PerformanceScore,MonthlySalary,SalaryLevel
EMP0793,23,0,Sales,Business Development,Bachelor,Male,Full-Time,50.4,0.4,81.4,70515,High
EMP0794,38,17,Finance,Financial Analyst,Bachelor,Male,Full-Time,34.7,5.5,86.6,114788,Very High
EMP0795,56,30,Operations,Operations Manager,Bachelor,Female,Contract,33.5,0.4,72.2,126852,Very High
EMP0796,42,20,Operations,Operations Executive,Bachelor,Female,Full-Time,41.2,13.5,61.8,108852,Very High
EMP0797,54,32,Operations,Operations Executive,Bachelor,Female,Full-Time,38.2,4.5,54.9,134892,Very High
EMP0798,28,6,IT,Software Engineer,High School,Female,Full-Time,42.9,6.6,68.2,79871,High
EMP0799,60,42,Sales,Sales Manager,Bachelor,Female,Contract,49.2,10.7,71.6,159415,Very High
EMP0800,39,21,IT,Software Engineer,High School,Male,Part-Time,28.5,1.0,91.0,104784,Very High
EMP0801,57,32,Finance,Accountant,PhD,Male,Full-Time,51.5,0.2,76.5,170877,Very High
EMP0802,26,1,IT,System Administrator,PhD,Male,Full-Time,39.6,12.7,58.0,97002,High
EMP0803,46,23,Sales,Sales Executive,Bachelor,Female,Full-Time,45.1,2.3,63.1,104998,Very High
EMP0804,54,33,Sales,Sales Manager,Master,Male,Full-Time,45.7,0.8,100.0,183014,Very High
EMP0805,26,7,IT,Data Analyst,Bachelor,Male,Full-Time,46.4,3.8,72.9,97012,High
EMP0806,57,38,Finance,Financial Analyst,Bachelor,Female,Contract,42.4,5.5,71.3,144700,Very High
EMP0807,53,27,HR,HR Manager,Master,Female,Full-Time,43.8,0.2,80.2,142080,Very High
EMP0808,42,20,Finance,Accountant,Master,Male,Part-Time,43.7,1.9,99.5,116402,Very High
EMP0809,41,20,IT,Software Engineer,Bachelor,Male,Full-Time,38.2,0.2,72.3,116846,Very High
EMP0810,26,0,HR,HR Manager,Master,Male,Full-Time,31.5,3.3,79.7,70521,High
EMP0811,26,8,Marketing,SEO Specialist,Bachelor,Male,Full-Time,34.7,13.5,86.2,90412,High
EMP0812,24,0,IT,Data Analyst,PhD,Male,Full-Time,41.4,24.3,45.7,80926,High
EMP0813,50,30,IT,System Administrator,High School,Female,Full-Time,37.3,6.1,70.9,134534,Very High
EMP0814,31,8,Finance,Finance Manager,Bachelor,Female,Full-Time,37.3,1.1,86.6,100686,Very High
EMP0815,50,28,Operations,Operations Executive,Bachelor,Female,Full-Time,52.8,14.2,68.5,121786,Very High
EMP0816,51,29,Sales,Sales Executive,Master,Male,Full-Time,47.2,4.4,83.6,151186,Very High
EMP0817,44,22,Sales,Sales Manager,Diploma,Female,Full-Time,40.5,1.0,68.2,105110,Very High
EMP0818,29,11,Finance,Finance Manager,Master,Male,Contract,46.0,15.3,67.1,106267,Very High
EMP0819,23,5,Sales,Business Development,Diploma,Male,Full-Time,39.5,8.5,65.2,68000,Medium
EMP0820,51,31,IT,System Administrator,Bachelor,Female,Part-Time,42.7,7.9,86.2,141893,Very High
EMP0821,60,33,Sales,Sales Manager,Bachelor,Male,Full-Time,44.6,7.4,81.6,133479,Very High
EMP0822,57,36,Operations,Supply Coordinator,Bachelor,Male,Part-Time,39.5,1.3,82.0,129865,Very High
EMP0823,56,34,Sales,Business Development,Bachelor,Female,Full-Time,37.9,1.4,100.0,147038,Very High
EMP0824,44,25,Operations,Operations Manager,Bachelor,Male,Contract,49.3,7.0,98.1,127758,Very High
EMP0825,51,26,Marketing,Marketing Executive,Diploma,Female,Full-Time,45.7,1.5,54.5,117161,Very High
EMP0826,26,7,IT,Software Engineer,Diploma,Male,Full-Time,28.5,3.5,67.9,86129,High
EMP0827,22,0,Operations,Operations Manager,Bachelor,Female,Full-Time,38.0,9.1,99.8,73367,High
EMP0828,40,21,IT,System Administrator,Master,Male,Full-Time,37.3,9.2,69.0,113784,Very High
EMP0829,48,22,Sales,Sales Manager,Master,Male,Full-Time,38.3,3.6,100.0,140671,Very High
EMP0830,31,7,IT,Software Engineer,Diploma,Female,Full-Time,47.2,9.4,67.2,89436,High
EMP0831,24,0,IT,Software Engineer,Bachelor,Male,Full-Time,42.1,10.9,67.6,93424,High
EMP0832,35,16,HR,Recruiter,Diploma,Male,Part-Time,33.7,6.4,85.4,84119,High
EMP0833,26,2,Finance,Accountant,High School,Male,Full-Time,39.7,1.6,71.2,62663,Medium
EMP0834,50,27,HR,HR Executive,Bachelor,Male,Full-Time,45.3,1.9,84.4,132182,Very High
EMP0835,58,37,Sales,Sales Manager,Bachelor,Male,Full-Time,40.7,2.3,99.8,159537,Very High
EMP0836,22,0,IT,Software Engineer,Diploma,Male,Full-Time,38.1,0.7,81.0,82278,High
EMP0837,35,14,IT,Data Analyst,Bachelor,Female,Full-Time,44.0,1.9,76.9,103058,Very High
EMP0838,31,12,Sales,Sales Manager,High School,Male,Full-Time,51.7,1.4,94.9,92873,High
EMP0839,28,1,Finance,Accountant,Master,Male,Contract,44.8,3.6,82.2,92103,High
EMP0840,46,22,Marketing,Marketing Executive,PhD,Male,Part-Time,49.8,14.3,66.6,128869,Very High
EMP0841,25,0,Sales,Sales Manager,Diploma,Male,Part-Time,38.5,0.7,95.7,67623,Medium
EMP0842,26,7,Operations,Operations Executive,Bachelor,Female,Full-Time,41.9,7.6,80.3,82449,High
EMP0843,46,24,Sales,Sales Executive,Master,Male,Full-Time,41.8,7.0,74.4,144683,Very High
EMP0844,24,6,HR,Recruiter,Master,Female,Full-Time,42.7,0.6,49.2,71773,High
EMP0845,39,15,Sales,Sales Manager,Bachelor,Male,Full-Time,44.6,15.4,56.9,86548,High
EMP0846,40,15,Finance,Financial Analyst,High School,Female,Full-Time,36.5,5.0,95.4,113343,Very High
EMP0847,53,30,Finance,Financial Analyst,High School,Female,Full-Time,45.9,2.7,100.0,139051,Very High
EMP0848,40,18,Marketing,Marketing Manager,Bachelor,Female,Full-Time,32.2,8.5,76.2,115716,Very High
EMP0849,32,9,HR,HR Executive,Bachelor,Female,Full-Time,34.0,1.8,52.7,79941,High
EMP0850,21,2,Marketing,Marketing Manager,High School,Male,Full-Time,54.8,7.1,58.4,57791,Medium
EMP0851,46,28,Operations,Supply Coordinator,Bachelor,Male,Full-Time,38.9,0.2,59.5,115129,Very High
EMP0852,34,10,Operations,Supply Coordinator,High School,Male,Full-Time,46.4,11.0,52.9,72327,High
EMP0853,58,34,Operations,Operations Manager,Master,Female,Full-Time,52.2,3.6,100.0,173331,Very High
EMP0854,57,30,HR,Recruiter,Bachelor,Male,Full-Time,28.1,6.1,100.0,142397,Very High
EMP0855,31,4,Finance,Financial Analyst,High School,Male,Full-Time,48.8,1.5,59.3,72330,High
EMP0856,56,37,Sales,Business Development,Bachelor,Female,Part-Time,45.9,6.8,80.1,146016,Very High
EMP0857,33,14,Finance,Accountant,Bachelor,Male,Full-Time,51.8,8.9,58.7,92256,High
EMP0858,23,5,Sales,Sales Manager,PhD,Female,Full-Time,34.9,3.8,72.5,112375,Very High
EMP0859,53,26,Marketing,SEO Specialist,Bachelor,Female,Full-Time,50.7,5.8,97.3,132059,Very High
EMP0860,26,1,Sales,Sales Manager,Bachelor,Female,Full-Time,37.6,3.7,84.6,74992,High
EMP0861,30,5,Finance,Accountant,Master,Female,Part-Time,48.3,13.5,80.9,100999,Very High
EMP0862,25,7,IT,System Administrator,Bachelor,Male,Full-Time,41.8,4.1,70.8,95361,High
EMP0863,43,18,HR,HR Manager,Master,Male,Full-Time,46.6,11.1,90.0,119630,Very High
EMP0864,30,4,IT,System Administrator,Bachelor,Male,Part-Time,42.3,9.7,79.3,75007,High
EMP0865,22,1,Operations,Supply Coordinator,Bachelor,Male,Full-Time,31.0,3.2,76.6,71266,High
EMP0866,33,15,Finance,Financial Analyst,High School,Female,Full-Time,23.3,1.6,74.1,108738,Very High
EMP0867,60,42,IT,System Administrator,Bachelor,Female,Full-Time,43.3,3.1,85.9,173741,Very High
EMP0868,22,2,IT,Data Analyst,Master,Male,Full-Time,40.4,10.5,74.4,108896,Very High
EMP0869,40,18,Sales,Business Development,Master,Male,Full-Time,44.4,1.5,69.8,111953,Very High
EMP0870,21,0,Sales,Sales Executive,Bachelor,Female,Full-Time,40.5,4.5,62.0,66474,Medium
EMP0871,57,31,Finance,Accountant,Bachelor,Male,Contract,54.1,9.8,66.3,129065,Very High
EMP0872,29,2,IT,System Administrator,Master,Male,Full-Time,43.4,2.6,60.9,85251,High
EMP0873,37,18,HR,HR Manager,Master,Male,Full-Time,39.3,6.2,73.3,114943,Very High
EMP0874,29,10,Finance,Finance Manager,Diploma,Female,Full-Time,44.0,1.7,70.0,83521,High
EMP0875,31,8,Sales,Sales Manager,Bachelor,Female,Contract,39.4,0.7,66.4,92951,High
EMP0876,35,9,Sales,Sales Manager,Bachelor,Female,Part-Time,42.6,9.5,64.5,84333,High
EMP0877,44,26,Finance,Financial Analyst,Master,Female,Full-Time,34.7,0.6,81.9,148684,Very High
EMP0878,58,32,IT,Data Analyst,Diploma,Male,Full-Time,41.9,1.9,96.2,145750,Very High
EMP0879,55,29,Operations,Operations Manager,Bachelor,Male,Full-Time,39.1,11.6,77.4,128107,Very High
EMP0880,50,24,HR,HR Manager,Master,Female,Full-Time,35.3,2.6,76.7,137838,Very High
EMP0881,51,29,Sales,Sales Manager,High School,Male,Full-Time,53.9,21.7,64.8,123581,Very High
EMP0882,25,0,IT,System Administrator,Bachelor,Female,Full-Time,35.5,23.4,65.8,73016,High
EMP0883,34,13,HR,HR Manager,Bachelor,Female,Full-Time,42.0,1.9,89.2,104608,Very High
EMP0884,31,12,IT,Data Analyst,Bachelor,Female,Contract,37.2,0.3,87.4,109227,Very High
EMP0885,29,6,Sales,Sales Executive,Bachelor,Female,Full-Time,43.8,7.3,84.0,86522,High
EMP0886,54,33,Operations,Operations Executive,Bachelor,Female,Contract,34.4,3.6,90.9,135904,Very High
EMP0887,32,9,Finance,Accountant,Diploma,Female,Full-Time,47.0,0.6,79.4,80342,High
EMP0888,55,35,IT,Software Engineer,Bachelor,Male,Full-Time,54.2,7.4,84.5,159329,Very High
EMP0889,55,32,IT,System Administrator,Master,Male,Full-Time,37.0,0.2,82.9,177586,Very High
EMP0890,21,2,Finance,Finance Manager,Master,Male,Full-Time,49.3,12.3,65.7,79620,High
EMP0891,60,41,IT,Data Analyst,Diploma,Female,Full-Time,39.7,0.9,83.1,171981,Very High
EMP0892,42,16,IT,Software Engineer,Diploma,Male,Full-Time,51.0,0.8,78.5,102946,Very High
EMP0893,49,25,Marketing,Marketing Executive,Bachelor,Female,Full-Time,55.1,1.2,85.7,124677,Very High
EMP0894,28,8,HR,HR Manager,Bachelor,Male,Full-Time,40.6,19.4,72.3,90309,High
EMP0895,31,13,Finance,Accountant,Bachelor,Female,Full-Time,32.9,7.1,99.4,109603,Very High
EMP0896,57,32,Operations,Operations Executive,Bachelor,Male,Full-Time,47.7,9.7,64.0,136538,Very High
EMP0897,34,11,IT,Data Analyst,High School,Female,Full-Time,43.3,3.0,83.4,95994,High
EMP0898,50,26,Operations,Operations Executive,High School,Female,Full-Time,45.0,2.5,77.6,111642,Very High
EMP0899,55,29,Finance,Finance Manager,Bachelor,Male,Contract,40.0,1.6,79.0,140716,Very High
EMP0900,41,19,Operations,Supply Coordinator,Master,Male,Full-Time,36.7,3.9,66.4,118609,Very High
EMP0901,57,39,Sales,Sales Manager,Diploma,Female,Full-Time,49.0,4.8,93.3,147735,Very High
EMP0902,25,0,Operations,Supply Coordinator,Bachelor,Male,Full-Time,43.9,6.0,78.9,63368,Medium
EMP0903,39,15,Operations,Operations Executive,Bachelor,Male,Full-Time,33.3,1.8,85.5,83108,High
EMP0904,34,12,Finance,Finance Manager,Master,Female,Contract,46.1,17.8,74.4,107804,Very High
EMP0905,46,26,Operations,Operations Manager,Master,Female,Full-Time,44.9,1.1,74.4,146368,Very High
EMP0906,24,0,Finance,Accountant,Bachelor,Female,Full-Time,40.0,20.2,68.2,64540,Medium
EMP0907,45,27,Finance,Accountant,Bachelor,Male,Full-Time,51.7,0.1,83.9,140864,Very High
EMP0908,45,27,Finance,Financial Analyst,Bachelor,Male,Full-Time,38.3,3.9,54.1,129349,Very High
EMP0909,38,20,Sales,Sales Executive,Bachelor,Female,Contract,41.0,2.4,87.1,109222,Very High
EMP0910,60,40,IT,Software Engineer,Bachelor,Male,Full-Time,46.6,3.6,100.0,184756,Very High
EMP0911,28,5,Sales,Sales Executive,Master,Female,Full-Time,42.5,5.1,78.2,93461,High
EMP0912,59,32,Sales,Sales Executive,Bachelor,Male,Full-Time,33.7,3.4,76.1,156107,Very High
EMP0913,60,40,Marketing,Marketing Manager,Master,Male,Full-Time,43.1,3.2,79.6,159410,Very High
EMP0914,34,9,Operations,Operations Executive,Bachelor,Male,Full-Time,39.5,7.9,81.6,88476,High
EMP0915,52,25,HR,HR Executive,Diploma,Male,Full-Time,47.1,6.9,74.1,114883,Very High
EMP0916,58,39,Finance,Finance Manager,Master,Male,Full-Time,42.9,10.7,90.6,177226,Very High
EMP0917,53,27,Finance,Financial Analyst,Bachelor,Male,Contract,42.6,1.7,76.4,134154,Very High
EMP0918,43,23,IT,Data Analyst,Bachelor,Female,Full-Time,35.7,5.6,97.5,159512,Very High
EMP0919,35,13,IT,Software Engineer,Bachelor,Male,Full-Time,40.6,5.3,94.7,115930,Very High
EMP0920,53,26,Finance,Financial Analyst,Diploma,Female,Full-Time,47.8,2.8,74.1,125305,Very High
EMP0921,45,20,Finance,Accountant,PhD,Female,Contract,37.3,4.0,75.4,130717,Very High
EMP0922,37,18,Operations,Operations Manager,Diploma,Female,Full-Time,41.8,2.3,75.9,88934,High
EMP0923,53,30,Sales,Sales Manager,PhD,Male,Full-Time,36.4,0.9,79.3,171947,Very High
EMP0924,22,0,Finance,Accountant,PhD,Female,Full-Time,34.9,1.4,60.4,90313,High
EMP0925,34,7,Sales,Sales Executive,Master,Female,Full-Time,41.5,0.7,60.6,111839,Very High
EMP0926,60,34,IT,Data Analyst,Bachelor,Female,Full-Time,43.0,6.9,94.5,164952,Very High
EMP0927,60,38,HR,Recruiter,Bachelor,Female,Full-Time,54.0,6.5,93.6,159751,Very High
EMP0928,59,40,Sales,Business Development,Master,Female,Full-Time,39.3,18.0,92.2,180029,Very High
EMP0929,26,4,HR,Recruiter,Bachelor,Female,Full-Time,41.7,7.8,71.0,77478,High
EMP0930,26,5,HR,Recruiter,Bachelor,Male,Full-Time,34.5,0.3,95.9,80703,High
EMP0931,23,0,Operations,Supply Coordinator,Bachelor,Female,Part-Time,45.7,12.9,69.8,41169,Medium
EMP0932,27,4,Operations,Supply Coordinator,Bachelor,Male,Contract,44.4,11.9,81.6,70505,High
EMP0933,28,9,Sales,Sales Executive,Bachelor,Female,Full-Time,50.9,3.5,57.1,84657,High
EMP0934,35,13,Sales,Business Development,Bachelor,Male,Full-Time,48.7,5.3,71.7,94160,High
EMP0935,49,25,Sales,Sales Executive,Bachelor,Male,Full-Time,44.1,22.4,73.0,116547,Very High
EMP0936,53,29,IT,System Administrator,Master,Female,Full-Time,39.2,4.6,77.8,148793,Very High
EMP0937,50,28,Finance,Finance Manager,Bachelor,Female,Part-Time,43.2,14.1,61.0,125200,Very High
EMP0938,59,33,IT,Software Engineer,Master,Male,Full-Time,41.3,0.5,88.6,171847,Very High
EMP0939,47,26,HR,HR Manager,Master,Male,Full-Time,47.7,1.3,90.6,143110,Very High
EMP0940,56,36,Sales,Sales Executive,Master,Female,Part-Time,47.0,3.5,71.5,152335,Very High
EMP0941,49,28,IT,System Administrator,Bachelor,Male,Full-Time,40.2,5.3,64.4,127216,Very High
EMP0942,58,36,Operations,Operations Manager,Master,Female,Full-Time,33.2,10.2,70.2,152202,Very High
EMP0943,53,30,Operations,Supply Coordinator,High School,Male,Full-Time,50.0,26.7,81.4,128667,Very High
EMP0944,57,37,Marketing,Marketing Executive,Master,Female,Full-Time,45.5,3.0,73.6,155128,Very High
EMP0945,47,28,Sales,Business Development,High School,Female,Full-Time,40.1,0.3,77.3,124414,Very High
EMP0946,53,32,Operations,Operations Executive,Master,Male,Full-Time,45.3,9.7,65.7,138557,Very High
EMP0947,24,2,IT,Software Engineer,PhD,Male,Part-Time,42.4,5.6,95.4,89243,High
EMP0948,42,21,Marketing,SEO Specialist,Bachelor,Male,Full-Time,49.9,1.3,77.9,121618,Very High
EMP0949,22,2,IT,Data Analyst,Bachelor,Female,Contract,30.4,4.1,85.7,87584,High
EMP0950,30,5,Marketing,Marketing Executive,Master,Male,Full-Time,39.6,8.1,78.0,88884,High
